gene_names	gene_types	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8
ENSG00000184254	hk_gene	51	40	16	73	28	23	15	24
ENSG00000154237	hk_gene	6	9	10	18	5	5	8	10
ENSG00000131873	hk_gene	925	784	671	708	563	644	563	608
ENSG00000131871	hk_gene	3568	3555	4365	5883	4339	3908	5035	4640
ENSG00000131876	non_hk_gene	10766	9556	12317	14582	11920	10137	15568	15388
ENSG00000140479	hk_gene	37	17	16	27	10	11	12	24
ENSG00000184277	hk_gene	1309	1157	1402	1638	1150	1175	1594	1454
ENSG00000185418	non_hk_gene	249	117	115	154	153	138	323	178
ENSG00000259658	hk_gene	0	3	0	5	1	8	4	2
ENSG00000234769	hk_gene	6	3	8	4	2	1	4	17
ENSG00000161980	hk_gene	6198	5625	7095	8558	5714	5287	9510	8138
ENSG00000161981	hk_gene	5274	4833	6790	8325	8677	7407	8613	6848
ENSG00000007384	hk_gene	159	100	103	126	72	86	57	87
ENSG00000103152	hk_gene	1781	1335	1773	1546	1198	1183	1879	1462
ENSG00000103148	hk_gene	377	257	338	291	225	282	401	249
ENSG00000086506	hk_gene	61	35	33	55	18	24	35	95
ENSG00000007392	non_hk_gene	2901	2130	3330	2125	3104	2352	3624	2628
ENSG00000167930	hk_gene	1192	1158	1659	1597	1244	1069	2505	1543
ENSG00000076344	hk_gene	3	1	16	4	3	4	2	5
ENSG00000242173	hk_gene	2	6	12	0	5	0	1	2
ENSG00000185615	hk_gene	1	2	1	0	1	1	0	5
ENSG00000103126	hk_gene	480	413	639	553	485	445	546	482
ENSG00000086504	hk_gene	5955	4369	5924	3273	4571	3401	7670	5937
ENSG00000129925	hk_gene	805	576	631	567	504	470	569	473
ENSG00000103202	hk_gene	6712	4919	6863	4710	3822	3425	7186	8124
ENSG00000242612	hk_gene	188	176	195	133	130	130	214	157
ENSG00000090565	non_hk_gene	126	122	186	119	131	131	159	153
ENSG00000103326	hk_gene	198	121	188	163	136	100	168	131
ENSG00000007541	non_hk_gene	160	172	156	88	100	106	307	156
ENSG00000257108	hk_gene	0	1	3	0	2	2	1	1
ENSG00000197562	hk_gene	133	94	126	73	104	84	166	83
ENSG00000127578	hk_gene	35	33	28	16	17	16	11	8
ENSG00000130731	hk_gene	2366	2165	2701	2101	2748	2162	3517	2585
ENSG00000172366	non_hk_gene	618	348	421	272	301	291	786	413
ENSG00000161996	hk_gene	179	171	255	140	182	133	235	164
ENSG00000140983	hk_gene	1012	946	1251	587	1008	732	1569	798
ENSG00000103269	hk_gene	56	57	25	17	10	26	5	12
ENSG00000103266	hk_gene	881	659	698	671	463	489	1061	793
ENSG00000161999	hk_gene	773	583	821	663	562	580	888	604
ENSG00000127580	hk_gene	248	282	399	245	294	229	473	318
ENSG00000127585	hk_gene	86	70	71	139	78	70	27	51
ENSG00000103260	hk_gene	90	43	88	125	114	90	98	94
ENSG00000103254	hk_gene	125	63	95	40	56	45	130	69
ENSG00000162004	non_hk_gene	42	44	36	11	23	42	45	31
ENSG00000103253	hk_gene	650	412	250	343	223	280	316	295
ENSG00000103245	hk_gene	349	248	359	200	328	195	457	247
ENSG00000007376	hk_gene	321	256	262	199	190	193	320	184
ENSG00000127586	hk_gene	267	271	324	220	242	202	486	184
ENSG00000103227	non_hk_gene	92	57	76	63	42	51	178	157
ENSG00000005513	hk_gene	43	29	25	47	19	20	43	47
ENSG00000162009	hk_gene	22	2	3	5	7	4	2	2
ENSG00000196557	hk_gene	246	170	203	182	92	96	144	185
ENSG00000103275	hk_gene	5095	5236	6503	6392	6131	5134	7743	6748
ENSG00000007516	non_hk_gene	65	31	30	71	32	32	62	59
ENSG00000007520	hk_gene	611	537	836	615	566	599	732	494
ENSG00000090581	hk_gene	800	532	767	664	470	430	915	847
ENSG00000059145	non_hk_gene	422	419	600	370	484	419	609	379
ENSG00000174109	hk_gene	806	659	788	718	797	567	992	847
ENSG00000197599	non_hk_gene	5	0	6	0	9	9	8	2
ENSG00000103249	hk_gene	201	138	145	98	131	119	219	109
ENSG00000100726	hk_gene	656	552	888	729	469	408	1028	644
ENSG00000187535	non_hk_gene	190	96	168	117	138	137	235	155
ENSG00000007545	hk_gene	290	229	247	240	166	206	354	203
ENSG00000261732	hk_gene	18	12	35	24	34	46	17	9
ENSG00000206053	hk_gene	6252	5664	8587	7404	7517	5969	9124	8434
ENSG00000138834	hk_gene	85	103	110	171	58	63	157	115
ENSG00000103024	hk_gene	2515	2380	2901	2091	1781	1965	2348	2066
ENSG00000074071	hk_gene	6423	2511	4649	2355	1240	1299	10776	5962
ENSG00000197774	non_hk_gene	139	134	203	68	134	81	205	96
ENSG00000162032	hk_gene	671	505	563	533	510	409	981	690
ENSG00000095906	hk_gene	1823	1386	1508	826	1364	872	3419	1347
ENSG00000099769	hk_gene	0	1	0	4	0	1	1	1
ENSG00000063854	hk_gene	427	217	286	328	112	120	594	424
ENSG00000180185	hk_gene	2158	2242	2677	2724	2584	2090	3508	3000
ENSG00000162039	non_hk_gene	2	0	0	8	7	11	3	11
ENSG00000198736	non_hk_gene	1565	1397	1900	2258	1822	1709	2053	2175
ENSG00000140986	non_hk_gene	12	15	9	20	10	26	11	51
ENSG00000140990	hk_gene	8492	8469	9408	8356	6714	6753	12597	10432
ENSG00000140988	hk_gene	32640	12358	20576	20276	6746	7229	85733	41365
ENSG00000183751	non_hk_gene	1391	1241	1410	956	1296	928	2341	1265
ENSG00000196408	hk_gene	6	3	3	11	7	2	2	8
ENSG00000127554	hk_gene	323	191	257	189	166	141	398	265
ENSG00000127561	hk_gene	153	86	62	204	266	215	65	67
ENSG00000167962	hk_gene	334	221	187	277	172	221	247	199
ENSG00000183971	non_hk_gene	24	9	13	14	13	15	9	18
ENSG00000065054	hk_gene	27	19	23	28	8	12	12	24
ENSG00000065057	non_hk_gene	3775	3524	4967	4309	4693	4147	5543	4432
ENSG00000103197	hk_gene	441	342	510	468	472	369	699	411
ENSG00000008710	hk_gene	230	129	238	101	133	166	128	159
ENSG00000167964	hk_gene	41	41	14	53	8	39	17	21
ENSG00000131653	hk_gene	1466	1211	1516	1603	1356	952	1355	1157
ENSG00000167971	non_hk_gene	51	34	40	29	32	30	39	43
ENSG00000167965	hk_gene	1850	1731	2522	1387	1456	1352	3188	2024
ENSG00000182685	non_hk_gene	17	20	54	32	25	43	72	47
ENSG00000184207	hk_gene	664	459	565	473	440	472	770	506
ENSG00000167967	hk_gene	328	289	390	196	289	237	583	289
ENSG00000167968	hk_gene	9	8	3	2	6	1	7	2
ENSG00000167969	hk_gene	635	474	516	434	365	327	516	483
ENSG00000205937	non_hk_gene	7773	6586	7903	7717	7999	6965	11790	8987
ENSG00000167970	hk_gene	30	15	19	18	10	22	23	19
ENSG00000167972	non_hk_gene	163	109	144	104	85	117	155	156
ENSG00000162063	non_hk_gene	1459	1183	1516	1278	1307	1269	1872	1558
ENSG00000162062	hk_gene	746	692	703	345	502	369	1109	574
ENSG00000162065	hk_gene	206	143	165	189	141	171	86	107
ENSG00000185883	hk_gene	12	25	54	28	19	29	77	52
ENSG00000162066	non_hk_gene	304	254	332	211	301	252	549	313
ENSG00000205923	hk_gene	0	0	7	1	2	0	6	0
ENSG00000140992	non_hk_gene	509	384	489	382	394	369	693	399
ENSG00000167977	hk_gene	274	265	324	213	156	197	461	311
ENSG00000172382	non_hk_gene	17	12	18	3	22	14	18	32
ENSG00000167978	hk_gene	3529	2648	2846	2505	1826	1864	3702	3116
ENSG00000103363	hk_gene	22745	21503	30133	34116	24071	23839	31633	31958
ENSG00000103355	hk_gene	0	0	0	2	0	1	4	1
ENSG00000007038	hk_gene	15	12	0	9	14	11	1	2
ENSG00000005001	hk_gene	5	0	1	3	0	1	0	0
ENSG00000162076	non_hk_gene	432	404	469	282	407	322	711	346
ENSG00000059122	hk_gene	139	95	96	96	60	62	113	108
ENSG00000131650	hk_gene	55	29	25	31	13	19	24	8
ENSG00000127564	non_hk_gene	361	361	400	217	377	259	742	257
ENSG00000162073	hk_gene	729	482	458	406	326	368	724	544
ENSG00000213937	hk_gene	12	10	10	23	19	8	9	3
ENSG00000184697	hk_gene	1240	1125	1747	1452	1241	1277	1670	1284
ENSG00000006327	hk_gene	5300	3388	3957	4311	4266	3798	5314	4180
ENSG00000103145	hk_gene	1805	1734	1460	2259	685	813	1685	1623
ENSG00000131652	non_hk_gene	2928	2399	5091	3429	4043	3596	5217	3621
ENSG00000162069	hk_gene	163	116	113	221	87	83	95	113
ENSG00000008516	non_hk_gene	295	157	152	302	177	213	468	457
ENSG00000008517	hk_gene	200	202	188	340	159	159	117	76
ENSG00000130182	hk_gene	1024	822	837	360	548	427	1395	466
ENSG00000122386	non_hk_gene	120	131	189	219	207	159	154	167
ENSG00000085644	hk_gene	87	81	95	78	65	69	92	68
ENSG00000010539	non_hk_gene	449	354	317	401	318	330	452	406
ENSG00000006194	hk_gene	616	430	370	405	358	377	553	375
ENSG00000140993	hk_gene	315	174	214	216	165	125	122	112
ENSG00000162086	hk_gene	1251	1281	1412	981	1031	733	1018	928
ENSG00000262621	hk_gene	1	0	0	4	0	1	0	1
ENSG00000232196	hk_gene	7	4	6	2	0	0	4	1
ENSG00000140987	hk_gene	658	546	535	729	400	532	632	744
ENSG00000103343	hk_gene	351	220	216	236	221	159	432	235
ENSG00000167981	non_hk_gene	77	60	79	111	72	65	78	81
ENSG00000122390	hk_gene	25	18	22	15	13	22	26	13
ENSG00000103351	non_hk_gene	463	344	569	422	530	360	687	535
ENSG00000188827	hk_gene	128	107	143	88	96	88	124	77
ENSG00000213918	hk_gene	352	275	301	308	232	267	314	212
ENSG00000126602	hk_gene	4099	2204	2662	2855	1611	1718	6056	4733
ENSG00000005339	hk_gene	775	739	847	712	754	697	887	672
ENSG00000162104	non_hk_gene	44	41	32	91	44	73	58	45
ENSG00000185739	hk_gene	0	4	0	0	4	1	0	0
ENSG00000090447	non_hk_gene	90	76	127	66	92	99	106	77
ENSG00000126603	hk_gene	225	155	149	127	127	85	97	124
ENSG00000217930	hk_gene	2885	2945	3811	3412	2946	2614	4380	3982
ENSG00000262246	non_hk_gene	64	38	22	47	51	45	41	38
ENSG00000168140	hk_gene	156	93	175	126	97	125	73	89
ENSG00000103423	hk_gene	1663	1534	1452	1782	1042	1027	2416	1860
ENSG00000153406	non_hk_gene	2246	2071	2696	3078	2652	2437	4154	3841
ENSG00000103415	hk_gene	2943	3032	3567	4695	3181	2882	4135	4065
ENSG00000089486	hk_gene	881	702	1003	971	828	923	864	1102
ENSG00000205832	hk_gene	11	4	7	6	7	4	2	9
ENSG00000153443	hk_gene	43	55	64	43	59	44	84	29
ENSG00000102858	hk_gene	112	102	109	102	68	64	169	112
ENSG00000168101	non_hk_gene	2134	2081	2675	1609	2128	1613	3646	2204
ENSG00000168096	non_hk_gene	291	214	314	268	200	183	459	271
ENSG00000166246	hk_gene	20	6	25	14	1	10	21	15
ENSG00000103199	non_hk_gene	229	216	228	195	190	183	403	211
ENSG00000267795	hk_gene	32	17	9	4	2	1	3	1
ENSG00000067836	non_hk_gene	740	530	733	859	810	862	938	772
ENSG00000140632	hk_gene	1634	1399	1924	2134	1361	1119	2445	1862
ENSG00000118900	hk_gene	1159	722	963	700	722	709	937	621
ENSG00000118898	hk_gene	394	215	217	292	185	163	146	155
ENSG00000103184	hk_gene	120	90	166	95	135	106	74	85
ENSG00000103174	non_hk_gene	158	163	221	178	200	180	228	239
ENSG00000033011	non_hk_gene	1944	1567	2177	1731	1988	1693	3097	2054
ENSG00000153446	hk_gene	281	180	251	184	148	126	75	44
ENSG00000118894	non_hk_gene	1485	1678	2139	2126	1651	1565	2372	2354
ENSG00000078328	hk_gene	92	53	58	42	34	31	18	33
ENSG00000232258	hk_gene	2	2	6	8	4	9	2	3
ENSG00000067365	non_hk_gene	785	701	914	1427	1085	906	1368	1648
ENSG00000183044	hk_gene	246	218	263	255	182	215	211	268
ENSG00000184857	hk_gene	640	571	613	663	578	549	539	657
ENSG00000140650	hk_gene	1232	1180	1310	1359	865	838	1701	1285
ENSG00000153048	hk_gene	4242	4448	7216	7142	6536	6336	4974	6011
ENSG00000187555	hk_gene	2730	1945	2208	2395	1998	2166	2520	2180
ENSG00000182831	hk_gene	891	587	640	633	593	589	770	590
ENSG00000260362	hk_gene	238	189	69	15	1	12	60	44
ENSG00000183454	non_hk_gene	20	22	6	45	19	39	10	18
ENSG00000166669	non_hk_gene	560	392	412	723	414	443	672	694
ENSG00000213853	hk_gene	1937	1542	1734	2361	1667	1803	1644	2425
ENSG00000153060	hk_gene	4	0	0	0	0	0	1	1
ENSG00000103274	hk_gene	1539	1333	1693	2004	1453	1407	2165	1960
ENSG00000166676	non_hk_gene	115	86	142	89	130	123	181	145
ENSG00000179583	non_hk_gene	4	4	5	20	11	9	5	13
ENSG00000182108	hk_gene	244	191	205	260	102	127	180	248
ENSG00000038532	hk_gene	240	169	195	221	165	141	232	176
ENSG00000175643	hk_gene	1076	729	798	668	591	567	913	784
ENSG00000185338	hk_gene	214	170	212	333	217	184	217	224
ENSG00000122304	hk_gene	0	2	7	15	0	7	0	0
ENSG00000175646	non_hk_gene	20	26	20	36	67	37	13	18
ENSG00000188897	non_hk_gene	7	0	9	11	19	23	66	29
ENSG00000189067	non_hk_gene	4979	5304	7623	7453	7404	6663	7053	10560
ENSG00000184602	hk_gene	1341	1118	1399	1513	1371	1267	1249	1508
ENSG00000153066	hk_gene	68	97	126	107	96	77	153	84
ENSG00000122299	hk_gene	812	599	612	576	519	545	765	637
ENSG00000171490	hk_gene	21166	20356	23164	24390	23173	20068	28127	24284
ENSG00000103342	hk_gene	4851	3514	3572	3564	3054	3391	4446	3604
ENSG00000234719	non_hk_gene	0	6	14	5	7	6	28	37
ENSG00000048471	non_hk_gene	95	74	86	170	74	134	156	121
ENSG00000103381	hk_gene	536	549	629	731	531	443	744	868
ENSG00000237515	hk_gene	643	726	655	530	386	348	316	271
ENSG00000175595	hk_gene	577	573	601	684	457	536	746	627
ENSG00000186260	hk_gene	523	358	451	531	385	370	472	602
ENSG00000140694	hk_gene	1680	1503	1690	1929	1868	1423	2498	2141
ENSG00000103429	hk_gene	4061	4142	4811	4524	4343	3879	5310	4661
ENSG00000069764	hk_gene	3	0	3	0	1	3	3	1
ENSG00000224712	hk_gene	2	1	1	1	4	2	0	0
ENSG00000254852	non_hk_gene	12	11	5	3	6	8	9	9
ENSG00000103512	non_hk_gene	459	250	346	660	504	586	612	465
ENSG00000183426	hk_gene	93	58	92	66	70	70	65	57
ENSG00000179889	hk_gene	2789	2373	2778	4025	2905	2724	3126	2935
ENSG00000157045	hk_gene	592	423	538	584	412	405	761	641
ENSG00000085721	hk_gene	942	770	1046	1087	971	786	1327	1088
ENSG00000183793	hk_gene	25	39	45	19	5	34	35	33
ENSG00000156968	hk_gene	192	207	247	191	174	237	144	191
ENSG00000166780	hk_gene	329	242	410	275	253	254	391	247
ENSG00000166783	non_hk_gene	235	187	178	218	183	147	282	212
ENSG00000072864	non_hk_gene	656	683	849	862	727	698	1097	1141
ENSG00000133392	hk_gene	55	14	40	46	23	25	21	43
ENSG00000133393	hk_gene	2855	2441	3056	4021	3065	2582	3787	3415
ENSG00000103222	hk_gene	1045	681	651	779	479	601	511	669
ENSG00000091262	hk_gene	6	3	4	4	2	1	8	3
ENSG00000103226	non_hk_gene	82	15	23	20	39	47	59	30
ENSG00000183889	hk_gene	8	14	15	12	3	4	29	22
ENSG00000214967	hk_gene	7	4	11	27	9	7	13	5
ENSG00000103489	hk_gene	516	353	386	454	357	336	297	311
ENSG00000214940	hk_gene	22	30	35	12	11	11	47	20
ENSG00000233024	hk_gene	18	16	16	45	20	49	17	14
ENSG00000185164	hk_gene	422	354	381	451	210	204	602	458
ENSG00000134419	hk_gene	31323	30047	35783	40718	32597	29724	35097	38471
ENSG00000170540	non_hk_gene	16874	14128	20038	20781	17900	14195	25571	21994
ENSG00000157106	hk_gene	1292	1037	917	1095	928	1014	1272	1004
ENSG00000170537	non_hk_gene	92	32	66	54	35	38	95	101
ENSG00000167186	hk_gene	448	445	588	328	332	302	753	513
ENSG00000205730	hk_gene	44	36	103	62	18	58	64	52
ENSG00000103528	hk_gene	123	83	121	103	93	84	75	99
ENSG00000261210	hk_gene	0	1	5	0	0	1	0	4
ENSG00000103534	non_hk_gene	102	78	43	47	73	56	70	89
ENSG00000006007	hk_gene	2308	2113	2616	2517	2488	2240	3028	2902
ENSG00000103540	hk_gene	610	557	752	984	819	756	681	547
ENSG00000103544	hk_gene	1546	1677	1828	2266	1693	1522	2305	1903
ENSG00000103550	hk_gene	10112	8507	11444	11443	10083	9331	11951	10973
ENSG00000174628	hk_gene	184	181	233	233	157	153	239	246
ENSG00000167191	hk_gene	2829	2121	3096	3020	2629	2177	3275	2858
ENSG00000180269	hk_gene	3	3	0	9	9	5	3	0
ENSG00000005187	hk_gene	141	69	38	101	50	43	35	53
ENSG00000166743	hk_gene	120	161	180	14	20	6	6	23
ENSG00000066654	hk_gene	4755	3985	4278	4383	3340	3031	5460	5233
ENSG00000196678	non_hk_gene	357	278	365	317	317	253	539	357
ENSG00000005189	non_hk_gene	108	161	242	194	167	123	266	223
ENSG00000188215	hk_gene	448	640	528	586	440	368	375	630
ENSG00000102897	hk_gene	555	534	694	812	629	551	768	778
ENSG00000158486	hk_gene	4	3	5	12	2	4	3	4
ENSG00000011638	hk_gene	1121	1277	1420	1558	1055	1211	1248	1568
ENSG00000175311	hk_gene	17	4	20	0	0	0	5	9
ENSG00000103316	hk_gene	931	856	1190	1619	986	909	552	1177
ENSG00000169246	non_hk_gene	31	20	43	42	46	53	37	29
ENSG00000197006	hk_gene	1717	1090	1200	1215	1085	1108	1571	1282
ENSG00000185864	hk_gene	7	15	18	49	19	17	11	15
ENSG00000140740	hk_gene	5701	5071	5908	6868	5331	5340	6461	6520
ENSG00000185716	non_hk_gene	288	214	270	234	254	237	281	212
ENSG00000183921	hk_gene	4	0	2	4	1	0	2	4
ENSG00000103319	hk_gene	441	308	258	405	284	349	352	323
ENSG00000058600	hk_gene	1273	801	1022	820	926	785	1134	643
ENSG00000140743	hk_gene	445	374	281	470	251	260	467	303
ENSG00000243716	non_hk_gene	82	125	146	116	110	119	116	95
ENSG00000122254	hk_gene	67	45	57	33	40	32	13	37
ENSG00000103404	hk_gene	564	394	556	386	425	471	338	308
ENSG00000166828	hk_gene	2	11	10	19	2	2	0	4
ENSG00000168447	hk_gene	7	0	1	2	0	0	1	0
ENSG00000168434	hk_gene	412	418	395	468	378	268	389	419
ENSG00000103365	hk_gene	1774	1290	1474	1445	1252	1190	1628	1383
ENSG00000103356	hk_gene	1075	1275	1651	1558	1549	1341	1597	1457
ENSG00000103353	hk_gene	1515	1245	1451	1172	1126	1110	1494	1129
ENSG00000004779	hk_gene	11604	10209	12447	11966	11068	9323	16817	12268
ENSG00000083093	hk_gene	610	513	579	575	410	414	653	606
ENSG00000166847	hk_gene	1650	1633	2324	2302	2288	1830	2900	2462
ENSG00000166851	non_hk_gene	6077	6315	7697	7737	7288	6832	8401	9096
ENSG00000134398	non_hk_gene	11	18	10	15	16	9	33	34
ENSG00000166869	non_hk_gene	2	2	1	73	59	62	22	36
ENSG00000166501	hk_gene	475	333	235	505	290	410	180	269
ENSG00000006116	hk_gene	0	0	2	10	0	3	5	5
ENSG00000122257	hk_gene	3234	2279	2831	2465	2434	2189	3499	2506
ENSG00000090905	hk_gene	1979	1731	2177	2047	2066	1718	2504	1772
ENSG00000158865	hk_gene	10	0	0	4	0	0	0	1
ENSG00000140750	non_hk_gene	480	349	461	452	391	424	574	491
ENSG00000205629	non_hk_gene	2536	2643	3223	3925	3184	2695	3756	3708
ENSG00000155592	non_hk_gene	213	239	229	262	176	192	331	260
ENSG00000182601	hk_gene	83	56	69	43	56	48	17	18
ENSG00000155666	non_hk_gene	263	252	346	261	276	295	496	383
ENSG00000169189	hk_gene	954	674	961	1823	1709	1579	1516	1584
ENSG00000245888	non_hk_gene	1	4	10	28	5	20	30	14
ENSG00000077238	hk_gene	453	329	590	417	370	418	296	416
ENSG00000103522	non_hk_gene	0	10	18	10	34	26	47	30
ENSG00000077235	hk_gene	1231	956	1068	846	980	892	1786	1008
ENSG00000047578	non_hk_gene	193	170	206	248	205	200	267	204
ENSG00000169181	hk_gene	33	29	35	35	32	51	15	19
ENSG00000169180	non_hk_gene	1420	1111	1117	1096	1147	1103	1405	1210
ENSG00000188322	hk_gene	1892	1356	1479	1282	1299	1117	1310	1393
ENSG00000198156	hk_gene	1	1	4	1	0	1	0	1
ENSG00000205609	non_hk_gene	830	453	515	987	752	725	1802	1197
ENSG00000233232	hk_gene	1	0	0	3	0	1	0	0
ENSG00000188603	hk_gene	350	308	573	379	340	344	645	328
ENSG00000184730	hk_gene	6	2	1	0	0	0	0	3
ENSG00000176046	non_hk_gene	27	35	36	105	137	159	68	104
ENSG00000176476	hk_gene	752	647	957	789	777	632	797	827
ENSG00000197165	non_hk_gene	38	28	36	44	26	36	50	60
ENSG00000196502	hk_gene	553	499	601	809	551	622	255	331
ENSG00000184110	non_hk_gene	1118	764	922	1398	1114	1253	2311	3012
ENSG00000168488	hk_gene	750	601	1083	619	886	878	1119	786
ENSG00000178952	hk_gene	11329	11243	12892	15226	12710	12344	15693	16380
ENSG00000178188	hk_gene	578	520	811	869	573	556	707	648
ENSG00000196296	non_hk_gene	13	7	17	18	12	20	17	10
ENSG00000177548	hk_gene	153	127	135	66	79	68	159	92
ENSG00000177455	hk_gene	95	65	20	9	8	8	0	8
ENSG00000176953	hk_gene	1426	1128	1317	1247	1128	1053	1786	1273
ENSG00000169682	hk_gene	525	394	576	306	492	370	1036	365
ENSG00000213658	non_hk_gene	36	52	43	72	46	37	68	48
ENSG00000254206	non_hk_gene	13	16	24	14	22	10	20	22
ENSG00000261740	hk_gene	1	0	4	0	2	3	5	0
ENSG00000183336	hk_gene	1	3	0	2	1	1	5	4
ENSG00000181625	hk_gene	2	1	4	2	0	0	9	3
ENSG00000213648	hk_gene	100	82	69	93	49	118	55	54
ENSG00000169203	hk_gene	7	14	3	8	4	0	15	2
ENSG00000197471	hk_gene	69	74	68	96	49	48	56	59
ENSG00000103485	non_hk_gene	5386	4378	5361	3269	4057	3385	5962	4173
ENSG00000185905	hk_gene	0	2	2	2	0	3	1	1
ENSG00000079616	non_hk_gene	5319	5538	7139	8090	6683	6011	9307	8745
ENSG00000103495	hk_gene	3284	2625	3407	2444	2787	2222	3847	2692
ENSG00000167371	hk_gene	187	194	447	200	268	166	191	188
ENSG00000185928	non_hk_gene	808	431	578	304	541	391	1271	421
ENSG00000013364	hk_gene	31	26	22	16	9	19	27	21
ENSG00000103502	hk_gene	999	667	703	631	532	576	1017	715
ENSG00000174938	hk_gene	3260	2293	2831	3089	1802	2235	1735	2191
ENSG00000174939	hk_gene	249	152	178	166	111	94	170	143
ENSG00000174943	hk_gene	105	49	65	32	37	45	86	44
ENSG00000149932	hk_gene	2801	2357	3442	3949	2975	2971	3705	4331
ENSG00000149930	hk_gene	102	64	84	80	61	55	114	84
ENSG00000149929	non_hk_gene	863	732	1020	1120	869	828	1693	1088
ENSG00000169592	hk_gene	380	347	386	365	372	338	605	403
ENSG00000149927	non_hk_gene	79	88	99	106	75	85	83	126
ENSG00000149926	hk_gene	162	89	168	122	130	129	95	124
ENSG00000149925	non_hk_gene	47435	56087	68444	79091	60092	56938	90299	68646
ENSG00000149923	hk_gene	5745	4268	6494	4381	5295	4351	7143	5433
ENSG00000149922	non_hk_gene	4	3	2	4	4	3	9	7
ENSG00000090238	hk_gene	242	131	128	127	116	104	157	97
ENSG00000102886	non_hk_gene	7	16	24	19	17	24	19	12
ENSG00000102882	hk_gene	480	490	670	434	393	303	745	572
ENSG00000102879	hk_gene	431	296	309	208	278	200	166	266
ENSG00000169627	non_hk_gene	357	181	261	386	303	239	511	456
ENSG00000132207	hk_gene	2	1	0	4	1	3	4	1
ENSG00000261052	hk_gene	39	39	27	28	17	24	15	10
ENSG00000198064	hk_gene	15	17	16	14	8	10	23	8
ENSG00000169217	non_hk_gene	2034	2073	2819	2163	2653	2237	3317	2781
ENSG00000169221	hk_gene	279	216	248	226	168	170	297	186
ENSG00000180209	non_hk_gene	40	14	22	38	60	43	70	49
ENSG00000180035	hk_gene	627	708	703	607	636	526	827	672
ENSG00000180096	hk_gene	6	0	5	4	5	9	7	1
ENSG00000179965	hk_gene	390	482	780	277	356	224	286	299
ENSG00000179958	hk_gene	6177	5052	7782	10068	8380	8272	7361	8276
ENSG00000179918	hk_gene	1682	988	1160	1157	836	865	1150	1015
ENSG00000005844	non_hk_gene	0	2	1	11	5	5	4	3
ENSG00000169957	non_hk_gene	134	164	189	170	138	138	238	184
ENSG00000169955	hk_gene	150	97	140	89	84	92	117	119
ENSG00000169951	non_hk_gene	108	59	91	43	44	56	110	92
ENSG00000229809	hk_gene	91	46	100	19	64	25	145	44
ENSG00000197162	hk_gene	157	175	189	147	158	124	157	163
ENSG00000156853	non_hk_gene	780	745	942	555	659	585	1257	785
ENSG00000156858	hk_gene	95	53	73	86	78	62	93	94
ENSG00000156860	hk_gene	93	56	76	91	67	39	144	87
ENSG00000080603	hk_gene	621	468	753	453	549	501	689	501
ENSG00000156873	hk_gene	768	706	918	990	720	735	993	919
ENSG00000196118	non_hk_gene	25	43	65	32	48	37	110	37
ENSG00000103549	hk_gene	1057	984	1581	935	1116	1000	1623	1141
ENSG00000102870	hk_gene	644	518	613	422	475	447	526	485
ENSG00000099385	non_hk_gene	156	177	184	180	169	126	266	195
ENSG00000150281	non_hk_gene	24	17	15	10	17	16	13	13
ENSG00000099364	hk_gene	614	459	647	450	383	352	510	550
ENSG00000175938	hk_gene	214	154	193	114	99	161	170	116
ENSG00000099381	non_hk_gene	290	209	247	203	259	219	337	275
ENSG00000099377	non_hk_gene	119	97	66	82	64	69	115	90
ENSG00000099365	non_hk_gene	25	13	27	31	35	39	26	17
ENSG00000103496	hk_gene	592	426	471	552	433	413	431	469
ENSG00000167394	hk_gene	283	235	414	133	250	173	487	212
ENSG00000232748	hk_gene	3	9	0	8	0	1	0	4
ENSG00000167395	non_hk_gene	120	73	116	79	89	79	143	95
ENSG00000151006	hk_gene	7	8	1	3	0	1	4	8
ENSG00000167397	non_hk_gene	178	106	117	169	115	118	185	141
ENSG00000103507	hk_gene	1749	1529	1776	1696	1660	1548	2291	2009
ENSG00000103510	hk_gene	576	341	404	325	276	308	762	582
ENSG00000052344	hk_gene	4985	5863	5298	5264	3775	4300	2660	3812
ENSG00000178226	hk_gene	23	14	8	14	6	6	6	5
ENSG00000089280	hk_gene	4920	4117	6092	3870	4413	3650	6109	4296
ENSG00000103490	hk_gene	1747	1181	1594	1253	1379	1360	1569	1188
ENSG00000261359	hk_gene	19	14	4	10	14	7	10	7
ENSG00000177238	non_hk_gene	0	6	7	3	5	9	13	10
ENSG00000169900	hk_gene	135	74	92	112	37	59	33	55
ENSG00000169896	hk_gene	7	5	11	7	0	0	0	3
ENSG00000140678	hk_gene	2	1	1	1	0	5	1	5
ENSG00000156885	non_hk_gene	3	4	4	23	12	12	6	9
ENSG00000176723	hk_gene	0	1	1	2	0	4	0	0
ENSG00000140691	hk_gene	79	62	84	56	72	43	161	60
ENSG00000140682	non_hk_gene	100	75	170	110	162	159	202	154
ENSG00000140675	non_hk_gene	42	23	33	27	25	43	33	62
ENSG00000140688	non_hk_gene	357	246	357	297	311	322	346	338
ENSG00000169877	non_hk_gene	147	72	98	233	193	228	194	177
ENSG00000197302	non_hk_gene	1078	734	1002	958	895	804	1304	1034
ENSG00000185947	non_hk_gene	708	856	931	983	792	708	1071	911
ENSG00000171241	non_hk_gene	778	655	925	770	893	736	1099	842
